name,context,price,utterance_template,state_template,question_prefix,question_affect,response_prefix,task_2,is_price_space,price_type,price_rounded,closest_price_space,item
Gary,Gary bought a new laptop,1000,It cost $1000.,It cost $501.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,True,round,1000,1000,laptop
Daniel,Daniel bought a new laptop,1000,It cost $1000.,It cost $502.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the laptop is expensive.,True,round,1000,1000,laptop
Owen,Owen bought a new laptop,1000,It cost $1000.,It cost $503.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the laptop is expensive.,True,round,1000,1000,laptop
Quinn,Quinn bought a new laptop,1000,It cost $1000.,It cost $997.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the laptop is expensive.,True,round,1000,1000,laptop
Ethan,Ethan bought a new laptop,1000,It cost $1000.,It cost $998.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the laptop is expensive.,True,round,1000,1000,laptop
Nathan,Nathan bought a new laptop,1000,It cost $1000.,It cost $999.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the laptop is expensive.,True,round,1000,1000,laptop
Harry,Harry bought a new laptop,1000,It cost $1000.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the laptop is expensive.,True,round,1000,1000,laptop
Fred,Fred bought a new laptop,1000,It cost $1000.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the laptop is expensive.,True,round,1000,1000,laptop
Calvin,Calvin bought a new laptop,1001,It cost $1001.,It cost $47.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Frank,Frank bought a new laptop,1001,It cost $1001.,It cost $48.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Bob,Bob bought a new laptop,1001,It cost $1001.,It cost $49.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
George,George bought a new laptop,1001,It cost $1001.,It cost $50.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Frank,Frank bought a new laptop,1001,It cost $1001.,It cost $50.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Tom,Tom bought a new laptop,1001,It cost $1001.,It cost $51.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Owen,Owen bought a new laptop,1001,It cost $1001.,It cost $52.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Zach,Zach bought a new laptop,1001,It cost $1001.,It cost $53.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Bob,Bob bought a new laptop,1001,It cost $1001.,It cost $497.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Tom,Tom bought a new laptop,1001,It cost $1001.,It cost $498.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Daniel,Daniel bought a new laptop,1001,It cost $1001.,It cost $499.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Eric,Eric bought a new laptop,1001,It cost $1001.,It cost $500.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
George,George bought a new laptop,1001,It cost $1001.,It cost $500.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Patrick,Patrick bought a new laptop,1001,It cost $1001.,It cost $501.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Gary,Gary bought a new laptop,1001,It cost $1001.,It cost $502.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Albert,Albert bought a new laptop,1001,It cost $1001.,It cost $503.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Victor,Victor bought a new laptop,1001,It cost $1001.,It cost $997.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Calvin,Calvin bought a new laptop,1001,It cost $1001.,It cost $998.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Calvin,Calvin bought a new laptop,1001,It cost $1001.,It cost $999.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Daniel,Daniel bought a new laptop,1001,It cost $1001.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Robert,Robert bought a new laptop,1001,It cost $1001.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Daniel,Daniel bought a new laptop,1001,It cost $1001.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
George,George bought a new laptop,1002,It cost $1002.,It cost $47.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Albert,Albert bought a new laptop,1002,It cost $1002.,It cost $48.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Kenneth,Kenneth bought a new laptop,1002,It cost $1002.,It cost $49.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
David,David bought a new laptop,1002,It cost $1002.,It cost $50.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Eric,Eric bought a new laptop,1002,It cost $1002.,It cost $50.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Tom,Tom bought a new laptop,1002,It cost $1002.,It cost $51.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Barry,Barry bought a new laptop,1002,It cost $1002.,It cost $52.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Zach,Zach bought a new laptop,1002,It cost $1002.,It cost $53.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Steve,Steve bought a new laptop,1002,It cost $1002.,It cost $497.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Victor,Victor bought a new laptop,1002,It cost $1002.,It cost $498.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Kenneth,Kenneth bought a new laptop,1002,It cost $1002.,It cost $499.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Gary,Gary bought a new laptop,1002,It cost $1002.,It cost $500.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Quinn,Quinn bought a new laptop,1002,It cost $1002.,It cost $500.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Bob,Bob bought a new laptop,1002,It cost $1002.,It cost $501.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Eric,Eric bought a new laptop,1002,It cost $1002.,It cost $502.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Harry,Harry bought a new laptop,1002,It cost $1002.,It cost $503.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Ethan,Ethan bought a new laptop,1002,It cost $1002.,It cost $997.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Matt,Matt bought a new laptop,1002,It cost $1002.,It cost $998.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Nathan,Nathan bought a new laptop,1002,It cost $1002.,It cost $999.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Charles,Charles bought a new laptop,1002,It cost $1002.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Robert,Robert bought a new laptop,1002,It cost $1002.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Nathan,Nathan bought a new laptop,1002,It cost $1002.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Albert,Albert bought a new laptop,1002,It cost $1002.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
David,David bought a new laptop,1003,It cost $1003.,It cost $47.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
Bob,Bob bought a new laptop,1003,It cost $1003.,It cost $48.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the laptop is expensive.,False,sharp,1000,1001,laptop
